VUTTI INNERWEARS-(25-26),,,,,,
"39/317-3, Y JUNCTION, KADAPA",,,,,,
Stock Summary,,,,,,
1-Apr-25 to 22-Feb-26,,,,,,
,1-VUTTI INNERWEARS - (25-26),,,,,
Particulars,1-Apr-25 to 22-Feb-26,,,,,
,Closing Balance,,,,,
,HSN,GSTRate,MRP,Value,,Value
317,20002-PURE-BLACK-L (8905813503804),,0,479.00,,479.00
318,20002-PURE-BLACK-M (8905813453697),,0,479.00,,479.00
319,20002-QUITE-SHADE-M (8905813503910),,0,479.00,,479.00
320,20002-SODALITE-BLUE-L (8905813503965),,0,479.00,333.02,479.00
321,20002-SODALITE-BLUE-M (8905813503958),,0,479.00,,479.00
322,20042-DEEP-WATER-M (8905813506119),,0,549.00,,549.00
323,20042-PORT-WINE-L (8905813506164),,0,549.00,,549.00
324,20042-PORT-WINE-M (8905813506157),,0,549.00,381.69,549.00
325,20042-SODALITE-BLUE-L (8905813506249),,0,549.00,,549.00
326,20042-SODALITE-BLUE-M (8905813506232),,0,549.00,,549.00
327,240,,0,,480.00,
328,2 MITAR PANCHA,,0,,1860.00,
329,30005-DARK-NAVY-L (8905610077010),61071100,5,619.00,,619.00
330,30005-DARK-NAVY-M (8905610077003),61071000,5,619.00,,619.00
331,30005-DARK-NAVY-XL (8905610077027),61071000,5,629.00,874.62,629.00
332,30005-DEEP-WATER-L (8905610077058),,0,619.00,,619.00
333,30005-DEEP-WATER-M (8905610077041),61071100,5,619.00,412.67,619.00
334,30005-DEEP-WATER-XL (8905610077065),61071000,5,629.00,874.62,629.00
335,30005-PINE-GREEN-L (8905610076471),,0,619.00,,619.00
336,30005-PINE-GREEN-M (8905610076464),,0,619.00,430.35,619.00
337,30005-PINE-GREEN-XL (8905610076488),61071000,5,629.00,1311.93,629.00
338,30005-PURE-BLACK-L (8905482656641),,0,619.00,,619.00
339,30005-PURE-BLACK-M (8905482656634),,0,619.00,430.35,619.00
340,30005-PURE-BLACK-XL (8905482656658),61071000,5,629.00,437.31,629.00
341,30005-QUITE-SHADE-L (8905482656009),,0,619.00,,619.00
342,30005-QUITE-SHADE-M (8905482655996),,0,619.00,430.35,619.00
343,30005-QUITE-SHADE-XL (8905482656016),61071000,5,629.00,437.31,629.00
344,30005-TOMATO-L (8905813939993),,0,619.00,,619.00
345,30005-TOMATO-M (8905813940005),,0,619.00,430.35,619.00
346,30005-TOMATO-XL (8905813940029),61071000,5,629.00,437.31,629.00
347,30005-ULTRA-VIOLET-L (8905813940036),,0,619.00,,619.00
348,30005-ULTRA-VIOLET-M (8905813940043),,0,619.00,,619.00
349,30005-ULTRA-VIOLET-XL (8905813940067),61071000,5,629.00,874.62,629.00
350,3006-ASSTD-L (8901326267844),,0,649.00,,649.00
351,3006-ASSTD-M (8901326267837),,0,649.00,,649.00
352,3006-ASSTD-S (8901326267820),,0,649.00,435.30,649.00
353,3006-ASSTD-XL (8901326267851),,0,658.00,2647.86,658.00
354,3006-ASSTD-XXL (8901326312131),,0,670.00,1348.08,670.00
355,3911-0103-BGOLD-L (8901326136126),,0,"1,049.00",,1049.00
356,3911-0103-BGOLD-M,,0,"1,049.00",,1049.00
357,3911-0103-BGOLD-XL (8901326136133),,0,"1,049.00",,1049.00
358,3911-0103-DPOLV-L,,0,"1,049.00",,1049.00
359,3911-0103-DPOLV-M,,0,"1,049.00",,1049.00
360,3911-0103-DPOLV-XL (8901326365816),,0,"1,049.00",,1049.00
361,3911-0103-DSTPE-L (8901326461099),,0,"1,049.00",,1049.00
362,3911-0103-DSTPE-M (8901326461105),,0,"1,049.00",703.56,1049.00
363,3911-0103-DSTPE-XL (8901326461129),,0,"1,049.00",,1049.00
364,3911-0103-ICEGN-L (8901326461143),,0,"1,049.00",,1049.00
365,3911-0103-ICEGN-M (8901326461150),,0,"1,049.00",703.56,1049.00
366,3911-0103-ICEGN-XL (8901326461174),,0,"1,049.00",,1049.00
367,3911-0103-NAVY-L (8901326136409),,0,"1,049.00",703.56,1049.00
368,3911-0103-NAVY-M (8901326136393),,0,"1,049.00",,1049.00
369,3911-0103-NAVY-XL (8901326136416),,0,"1,049.00",,1049.00
370,3911-0103-NRVNA-L (8901326461198),,0,"1,049.00",,1049.00
371,3911-0103-NRVNA-M (8901326461204),,0,"1,049.00",703.56,1049.00
